,State,R_State,Country
2419,Sweden,Sweden,Sweden
2420,Kumamoto Ken, Japan,Japan
2421,Vientiane, Laos,Laos
2422,Haidian, China,China
2423,Basque Country (Euskal Herria), Spain,Spain
2424,County Clare, Ireland,Ireland
2425,Nordreihnwestpfahlen,no_info,Deutschland
2426,Entre Ríos, Argentina,Argentina
2427,Twickenham, United Kingdom,Middlesex
2428,Ri, Italy,Usa
2429,Co. Limerick, Ireland,
2430,Illes Baleares, Spain,Spain
2431,Strathclyde, Barbados,United Kingdom
2432,Seville, Spain,Spain
2433,Apo Ap, Philippines,
2434,El Bierzo, Spain,Spain
2435,North Rhine-Westphalia, Germany,Germany
2436,Cotes D`Armor, France,France
2437,N.Z., Israel,New Zealand
2438,Vest-Agder, Norway,Norway
2439,Ben Wyvis, United Kingdom,United Kingdom
2440,Swiety Krzys, Poland,
2441,Ciudad Autonoma De Buenos Aires, Argentina,Argentina
2442,Pulau Pinang, Malaysia,Malaysia
2443,Armed Forces Europe,no_info,Usa
2444,Callif, United States,Usa
2445,Deux-Sèvres, France,France
2446,Centre, France,France
2447,Tottori, Japan,Japan
2448,Flanders, Belgium,Belgium
2449,Estado De Mexico, Mexico,Mexico
2450,Ravenna, Italy,Italy
2451,Stajerska, Austria,Slovenia
2452,N/S, Canada,Portugal
2453,Ab., Georgia,Alberta
2454,Kras, Slovenia,Slovenia
2455,Conwy, United Kingdom,United Kingdom
2456,Marlborough, United States,New Zealand
2457,Wi., United States,Wisconsin
2458,Wexford, Ireland,Ireland
2459,Haute Savoie, France,France
2460,Metropolitana, Colombia,Chile
2461,Brunei,Brunei,Brunei
2462,Inatsu, Japan,Hagiwara
2463,Agadir, Morocco,Morocco
2464,Noord-Holand,no_info,Netherlands
2465,Aguascalientes, Mexico,Mexico
2466,&#24191;&#35199;, Estonia,China
2467,Nuevo León, Mexico,Mexico
2468,Euskal Herria, Spain,Spain
2469,Västerbotton,no_info,Sweden
2470,Galati, Romania,Romania
2471,Nejd, Saudi Arabia,Saudi Arabia
2472,Castilla-La Mancha, Spain,Spain
2473,Pays De Loire, France,France
2474,Province Du Luxembourg,no_info,La Belgique
2475,Lancs, United Kingdom,United Kingdom
2476,Alto Alentejo, Portugal,Portugal
2477,Kanton Zurich, Switzerland,Switzerland
2478,Wanaka, New Zealand,New Zealand
2479,Moravia, United States,Czech Republic
2480,Ciego De Avila, Cuba,Caribbean Sea
2481,Alcorcon, Spain,Spain
2482,Bl, Italy,Switzerland
2483,Epinay, France,France
2484,Shan Dong, China,China
2485,Travelling, Spain,Canada
2486,Glasgow, United Kingdom,United Kingdom
2487,Voralberg,no_info,Austria
2488,Vastra Gotaland, Sweden,Sweden
2489,Cortes, Spain,Honduras
2490,Gran Canaria - Islas Canarias, Spain,Spain
2491,...,no_info,Germany
2492,...,no_info,Bermuda
2493,M-V, Poland,Germany
2494,Algueirao, Portugal,Portugal
2495,Namur, Belgium,Belgium
2496,Kosovo,Kosovo,Yugoslavia
2497,Wettingen Ag, Switzerland,Switzerland
2498,Onataio,no_info,Canada
2499,Valle D`Aosta, Italy,Italy
2500,Valle D`Aosta, Italy,Usa
2501,Hobart, Australia,Tasmania
2502,Gorenjska, Slovenia,Slovenia
2503,Malaysia,Malaysia,Malaysia
2504,Whalley Range, United Kingdom,United Kingdom
2505,Mazowsze, Poland,Poland
2506,Guanajuato, Mexico,Mexico
2507,Holland,Netherlands,Netherlands
2508,Perthshire, United States,United Kingdom
2509,Jaén, Spain,Spain
2510,Trás-Os-Montes, Portugal,Portugal
2511,God Knows, Taiwan,United Kingdom
2512,Nordschweiz,no_info,Switzerland
2513,Shiga, Japan,Japan
2514,Rhones Alpes, France,France
2515,Rpl, Slovakia,Germany
2516,Kombo North, Cameroon,Gambia
2517,Auckland City, New Zealand,New Zealand
2518,Calfiornia, United States,Usa
2519,Mexico Df, Mexico,Mexico
2520,Albacete, Spain,Spain
2521,Blekinge, Sweden,Sweden
2522,No States In Nz :),no_info,New Zealand
2523,Ithaca, United States,Usa
2524,Ljubljana, Slovenia,
2525,South Glos., United States,United Kingdom
2526,Douro Litoral,no_info,Portugal
2527,Lubelskie, Poland,Poland
2528,Basse Normandie, France,France
2529,Moschato, Greece,Greece
2530,Touraine, France,France
2531,Kerry, Ireland,Ireland
2532,Vila Nova De Gaia, Portugal,Portugal
2533,Western Pennsylvania, United States,Usa
2534,Co.Meath, Ireland,Ireland
2535,West Bengal, India,India
2536,Kuala Lumpur Malaysia, Malaysia,Malaysia
2537,Toapayoh,no_info,Singapore
2538,Golden Bay, New Zealand,New Zealand
2539,Heathcote, United States,New Zealand
2540,Room 308, Italy,61 Men
2541,Champs Sur Marne, France,France
2542,Segovia, Spain,Spain
2543,Apo, Mexico,Germany
2544,Subang Jaya, Malaysia,Malaysia
2545,Westcoast, Germany,New Zealand
2546,Rs,Serbia,Brazil
2547,Taiwan,Taiwan,Taiwan
2548,Armed Services Europe,no_info,Usa
2549,Roussillon, France,France
2550,And Ever Expanding,no_info,Michigan
2551,Bologna, Italy,Italy
2552,North Harbour, Australia,New Zealand
2553,Brent, United States,United Kingdom
2554,Ct, United States,Connecticut
2555,Ct, United States,
2556,Bayern / Bavaria, Germany,Germany
2557,Tampere, Finland,Finland
2558,Libano,Lebanon,Spain
2559,S. Carolina, United States,Usa
2560,Lt.,Lithuania,Lithuania
2561,Gtr Manchester,no_info,United Kingdom
2562,Mitaka, Japan,Japan
2563,Tianjin City, China,China
2564,Zentralschweiz, Switzerland,Switzerland
2565,Ibaraki, Japan,Japan
2566,Catalunya/Barcelona, Spain,Spain
2567,Northern Marianas Provinces,no_info,Usa
2568,Maputo, Mozambique,Mozambique
2569,Planet, France,Far Away...
2570,Vigo Pontevedra, Spain,Spain
2571,Emilia, Argentina,Italy
2572,Huesca, Spain,Spain
2573,Pv, Italy,Spain
2574,Pais Vasco - Basque Country,no_info,Spain
2575,Elvas, Portugal,Portugal
2576,Cantabury/ Nz, United Kingdom,New Zealand
2577,Chiswickl,no_info,United Kingdom
2578,Upperaustria,no_info,Austria
2579,Italia,Italy,
2580,Thessaloniki, Greece,Greece
2581,Df, Brazil,Brazil
2582,Df, Brazil,Mexico
2583,Troms, Norway,Norway
2584,Lappi, Finland,Finland
2585,Las  Palmas, Spain,Spain
2586,Sichuan Province, China,China
2587,Toulouse, France,France
2588,Pays Basque, Spain,France
2589,Basel-Landschaft, Switzerland,Switzerland
2590,Basse Cote, France,Guinea
2591,Mérida, Spain,Venezuela
2592,Caldas, Colombia,Colombia
2593,Gl,Greenland,Netherlands
2594,Muswell Hill, United Kingdom,United Kingdom
2595,Region Stuttgart, Germany,Germany
2596,Mo., United States,Missouri
2597,Bruxelles Capitale, Belgium,Belgium
2598,Someset, South Africa,United Kingdom
2599,Jawa Timur, Indonesia,Indonesia
2600,Aberta, Iraq,Canada
2601,S. Devon, Canada,England
2602,Cantal/Paris, France,France
2603,Castilla Y Léon, Spain,Spain
2604,Budapest And Ma,no_info,Hungary And Usa
2605,Spangdahlem, Germany,Germany
2606,Death Rockin Mekka,no_info,Etelä-Suomi
2607,Gld, United States,Netherlands
2608,C, France,C
2609,Sind, Pakistan,Pakistan
2610,Catalonian, United States,Spain
2611,Herts, Israel,United Kingdom
2612,Neuchatel, Switzerland,Switzerland
2613,Ponsonby, United Kingdom,New Zealand
2614,Bari, Italy,Italy
2615,Southeast Asia, Singapore,Malaysia
2616,Sumatera Utara, Indonesia,Indonesia
2617,Upstate New York, United States,Usa
2618,Co. Mayo, Ireland,Ireland
2619,Shoreditch, United Kingdom,United Kingdom
2620,Vizcaia, Spain,Spain
2621,Woj. &#322;Ódzkie,no_info,Poland
2622,Maidenhead, United Kingdom,England
2623,County Wexford, Ireland,Ireland
2624,Ciudad De Guatemala, Guatemala,Guatemala
2625,Kanton Bern, Switzerland,Switzerland
2626,Storstockholm,no_info,Sweden
2627,Barcelona (Cataluña), Spain,Spain
2628,Ross Island,Ross Island,Antarctica
2629,Pa,Panama,Usa
2630,(Alacant), Spain,Spain
2631,Hasharon, Israel,Israel
2632,Langue D`Oc Rousillon,no_info,France
2633,Hong Kong Island, China,Hong Kong
2634,Canary Islands, Spain,Spain
2635,Massachusattes,no_info,Usa
2636,Pyrénées Orientales, France,France
2637,Gunma, Japan,Japan
2638,Ge,Georgia,Switzerland
2639,Andhrapradesh, India,India
2640,N-Holland, Netherlands,Netherlands
2641,Dedensen, Germany,Niedersachsen
2642,Nfa, Nigeria,New Zealand
2643,Østfold, Norway,Norway
2644,Box Hill North, Australia,Australia
2645,Na/,Namibia,South Korea
2646,North West Province, South Africa,South Africa
2647,Sitges, Spain,Spain
2648,Lodz, Poland,Poland
2649,Romania/Europe,Romania,Romania
2650,Nagano, Japan,Japan
2651,Ct., United States,Connecticut
2652,Sentul, Malaysia,Malaysia
2653,The, United Kingdom,Netherlands
2654,Açores, Portugal,Portugal
2655,Cascais, Portugal,Portugal
2656,Lodzkie, Poland,Poland
2657,Connacht, Ireland,Ireland
2658,Thonex, Switzerland,Switzerland
2659,Yt, Canada,Canada
2660,Mdc, Portugal,Francisco Morazan
2661,Trieste, Italy,Venezia Giulia
2662,Zagreb City, Croatia,Croatia
2663,Pollença, Spain,Spain
2664,Medan Hawalli,no_info,Kuwait
2665,Alajuela, Costa Rica,Costa Rica
2666,Rotterdam, Netherlands,Netherlands
2667,Fukuoka, Japan,Japan
2668,Selangor Darul Ehsan, Malaysia,Malaysia
2669,Richmond, United States,New Zealand
2670,Northwest Province,no_info,Cameroon
2671,Chorlton, United Kingdom,United Kingdom
2672,Michigan/New Jersey, United States,Usa
2673,Ayrshire, United Kingdom,Scotland
2674,Ayrshire, United Kingdom,United Kingdom
2675,Région Bilingue De Bruxelles-Capitale,no_info,Belgium
2676,Nijmegen, Netherlands,Netherlands
2677,Cologne, Germany,Germany
2678,Kosice, Slovakia,Slovakia
2679,Grays, United Kingdom,United Kingdom
2680,East Yorkshire, United States,United Kingdom
2681,East Yorkshire, United States,Uruguay
2682,Maraval, Venezuela,Trinidad And Tobago
2683,Aarhus, Denmark,Denmark
2684,Quinta Región, Paraguay,Chile
2685,Aomori Prefecture, Japan,Japan
2686,Co,Colombia,Usa
2687,Yamaguchi, Japan,Japan
2688,Maadi, Australia,Egypt
2689,Oh, United States,Van Wert
2690,Oh, United States,Usa
2691,Crete, Greece,Greece
2692,Champagne, France,France
2693,Nord Rhein Westfallen, Germany,Germany
2694,Nb, Canada,Netherlands
2695,Valcea, Romania,Romania
2696,West Yorskhire,no_info,United Kingdom
2697,Genova-Savona, Italy,Italy
2698,Nitriansky Kraj, Slovakia,Slovakia
2699,Tarinaki,no_info,New Zealand
2700,Aust-Agder, Norway,Norway
2701,Fc, Italy,Italy
2702,Co.Monaghan, Ireland,Ireland
2703,Rodney, United States,New Zealand
2704,Stuttgart, Germany,
2705,Rota, Spain,Spain
2706,P.R.O.C.,no_info,Hong Kong
2707,Beira Alta, Portugal,Portugal
2708,Nl,Netherlands,Netherlands
2709,Balkonien,no_info,Germany
2710,Santiago De Chile, Chile,Chile
2711,Was In Singas Now In Shangers,no_info,China
2712,Lazio E Sicilia, Italy,Italy
2713,Okayama, Japan,Japan
2714,Mindanao, Philippines,Philippines
2715,Kanton Basel, Switzerland,Switzerland
2716,N /A, Portugal,Austria
2717,Sandweiler, Luxembourg,Luxembourg
2718,Northants, United Kingdom,United Kingdom
2719,New Brunswick/Alberta, Canada,Canada
2720,Pyrennes Orientales,no_info,France
2721,New  York, United States,Usa
2722,Nayarit, Mexico,Mexico
2723,Podkarpackie, Poland,Poland
2724,Champagne-Ardennes, France,France
2725,Overrijsel,no_info,Netherlands
2726,Gran Canaria, Spain,Spain
2727,Bogota, Colombia,Colombia
2728,Tarn, France,France
2729,Languedoc-Roussilion,no_info,France
2730,Stockholm Stad, Philippines,Sweden
2731,No. 24, Kyrgyzstan,Austin
2732,Corralitos, United States,Ca.
2733,Haute-Vienne, France,France
2734,Monterrey, Mexico,Mexico
2735,Comunidad Autonoma: Catalunya, Spain,Spain
2736,S.A.R., Spain,N/A
2737,French Quarter, United States,
2738,Friesland/Groningen, Netherlands,Netherlands
2739,Wi, United States,
2740,Aragua, Venezuela,Venezuela
2741,Centro, France,Portugal
2742,Kyonggi, South Korea,South Korea
2743,Connaught, Canada,Ireland
2744,Midan Hawly,no_info,Kuwait
2745,West Of France,no_info,France
2746,N?A, Portugal,New Zealand
2747,North Island Nz, New Zealand,New Zealand
2748,Ille Et Vilaine, France,France
2749,Lenister, Australia,Ireland
2750,Castelló, Spain,Spain
2751,My Own Little World,no_info,Usa
2752,Basque, United States,France
2753,Central America, Australia,Honduras
2754,Battersea, United Kingdom,United Kingdom
2755,Eu, France,Spain
2756,Wv, United States,Usa
2757,"""N/A", Portugal,Netherlands
2758,Naval Air Station Keflavik,no_info,Iceland
2759,Atlantic, United States,Benin
2760,Long Island, United States,New York
2761,Cheshire England, United Kingdom,United Kingdom
2762,Edo. De México, Mexico,Mexico
2763,Schleswig-Holstein / Norddeutschland, Germany,Germany
2764,Sc, United States,Usa
2765,Az 85742, United States,Arizona
2766,Polska,Poland,Poland
2767,Uppsala, Sweden,Sweden
2768,Venezia, Italy,Italy
2769,Uudenmaa,no_info,Finland
2770,N.S.W., India,Australia
2771,B.C, Canada,Canada
2772,Rajasthan, India,India
2773,Canton De Genève, Switzerland,Switzerland
2774,Ak., United States,Usa
2775,Caazapa, Paraguay,Paraguay
2776,Woj. Mazowieckie, Poland,Poland
2777,Oxford, United Kingdom,United Kingdom
2778,"""N/A"".)", Portugal,New Zealand
2779,Shetland, United Kingdom,United Kingdom
2780,Wanganui, New Zealand,New Zealand
2781,Vaucluse, France,France
